team,team_folder,number,player,wikipedia_title,photo_url,avatar,status
Scotland,苏格兰队,15,John Souttar,John Souttar,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/John_Souttar_Scotland_v_Bolivia_6_June_2026-163.jpg/960px-John_Souttar_Scotland_v_Bolivia_6_June_2026-163.jpg,头像/苏格兰队/John Souttar.png,created
Scotland,苏格兰队,16,Dominic Hyam,Dominic Hyam,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Dominic_Hyam_Scotland_v_Bolivia_6_June_2026-59.jpg/960px-Dominic_Hyam_Scotland_v_Bolivia_6_June_2026-59.jpg,头像/苏格兰队/Dominic Hyam.png,exists
Scotland,苏格兰队,17,Ben Gannon-Doak,Ben Gannon-Doak,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Ben_Gannon-Doak_Scotland_v_Bolivia_6_June_2026-68_%28cropped%29.jpg/960px-Ben_Gannon-Doak_Scotland_v_Bolivia_6_June_2026-68_%28cropped%29.jpg,头像/苏格兰队/Ben Gannon-Doak.png,exists
Scotland,苏格兰队,18,George Hirst,George Hirst (footballer),https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/George_Hirst_Scotland_v_Bolivia_6_June_2026-7.jpg/960px-George_Hirst_Scotland_v_Bolivia_6_June_2026-7.jpg,头像/苏格兰队/George Hirst.png,exists
Scotland,苏格兰队,19,Lewis Ferguson,Lewis Ferguson,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Lewis_Ferguson_Scotland_v_Bolivia_6_June_2026-52.jpg/960px-Lewis_Ferguson_Scotland_v_Bolivia_6_June_2026-52.jpg,头像/苏格兰队/Lewis Ferguson.png,exists
Scotland,苏格兰队,20,Lawrence Shankland,Lawrence Shankland,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Lawrence_Shankland_Scotland_v_Bolivia_6_June_2026-66.jpg/960px-Lawrence_Shankland_Scotland_v_Bolivia_6_June_2026-66.jpg,头像/苏格兰队/Lawrence Shankland.png,exists
Scotland,苏格兰队,21,Craig Gordon,Craig Gordon,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Craig_Gordon_Scotland_v_Bolivia_6_June_2026-19.jpg/960px-Craig_Gordon_Scotland_v_Bolivia_6_June_2026-19.jpg,,error: 404 Client Error: Not Found for url: https://images.weserv.nl/?url=https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Craig_Gordon_Scotland_v_Bolivia_6_June_2026-19.jpg/960px-Craig_Gordon_Scotland_v_Bolivia_6_June_2026-19.jpg&w=1400&fit=inside
Scotland,苏格兰队,22,Nathan Patterson,Nathan Patterson (footballer),https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Nathan_Patterson_Scotland_v_Bolivia_6_June_2026-58.jpg/960px-Nathan_Patterson_Scotland_v_Bolivia_6_June_2026-58.jpg,头像/苏格兰队/Nathan Patterson.png,created
Scotland,苏格兰队,23,Kenny McLean,Kenny McLean,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Kenny_McLean_Scotland_v_Bolivia_6_June_2026-177_%28cropped%29.jpg/960px-Kenny_McLean_Scotland_v_Bolivia_6_June_2026-177_%28cropped%29.jpg,头像/苏格兰队/Kenny McLean.png,exists
Scotland,苏格兰队,24,Anthony Ralston,Anthony Ralston,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Anthony_Ralston_Scotland_v_Bolivia_6_June_2026-9_%28cropped%29.jpg/960px-Anthony_Ralston_Scotland_v_Bolivia_6_June_2026-9_%28cropped%29.jpg,头像/苏格兰队/Anthony Ralston.png,created
Scotland,苏格兰队,25,Findlay Curtis,Findlay Curtis,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Findlay_Curtis_Scotland_v_Bolivia_6_June_2026-56.jpg/960px-Findlay_Curtis_Scotland_v_Bolivia_6_June_2026-56.jpg,头像/苏格兰队/Findlay Curtis.png,exists
Scotland,苏格兰队,26,Scott McKenna,Scott McKenna,https://upload.wikimedia.org/wikipedia/commons/6/69/First_Minister_meets_with_Scottish_National_Football_Team_-_55168603663_%28Scott_McKenna_cropped%29.jpg,头像/苏格兰队/Scott McKenna.png,exists
Australia,澳大利亚队,1,Mathew Ryan ( captain ),Mathew Ryan,https://upload.wikimedia.org/wikipedia/commons/1/18/Ryan_rcl_asse_2425.png,头像/澳大利亚队/Mathew Ryan ( captain ).png,exists
Australia,澳大利亚队,2,Miloš Degenek,Miloš Degenek,https://upload.wikimedia.org/wikipedia/commons/7/7c/Cameroon-Australia_%2820%29_%28cropped%29.jpg,头像/澳大利亚队/Miloš Degenek.png,exists
Australia,澳大利亚队,3,Alessandro Circati,Alessandro Circati,,,missing_photo
Australia,澳大利亚队,4,Jacob Italiano,Jacob Italiano,,,missing_photo
Australia,澳大利亚队,5,Jordan Bos,Jordan Bos,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Jordan_Bos.JPG/960px-Jordan_Bos.JPG,头像/澳大利亚队/Jordan Bos.png,exists
Australia,澳大利亚队,6,Jason Geria,Jason Geria,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Geria_Victory_Training_May_2015_%28cropped%29.jpg/960px-Geria_Victory_Training_May_2015_%28cropped%29.jpg,头像/澳大利亚队/Jason Geria.png,exists
Australia,澳大利亚队,7,Mathew Leckie,Mathew Leckie,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Hertha_BSC_vs._West_Ham_United_20190731_%28054%29.jpg/960px-Hertha_BSC_vs._West_Ham_United_20190731_%28054%29.jpg,头像/澳大利亚队/Mathew Leckie.png,exists
Australia,澳大利亚队,8,Connor Metcalfe,Connor Metcalfe,https://upload.wikimedia.org/wikipedia/commons/b/b2/4822293_AE7I6590_-_Connor_Metcalfe.jpg,头像/澳大利亚队/Connor Metcalfe.png,exists
Australia,澳大利亚队,9,Mohamed Touré,"Mohamed Touré (soccer, born 2004)",https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Lens_-_Reims_%2812-05-2023%29_21.jpg/960px-Lens_-_Reims_%2812-05-2023%29_21.jpg,头像/澳大利亚队/Mohamed Touré.png,exists
Australia,澳大利亚队,10,Ajdin Hrustic,Ajdin Hrustic,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Ajdin_Hrusti%C4%87_bij_Heracles_Almelo_%282025%29.JPG/1280px-Ajdin_Hrusti%C4%87_bij_Heracles_Almelo_%282025%29.JPG,头像/澳大利亚队/Ajdin Hrustic.png,exists
Australia,澳大利亚队,11,Awer Mabil,Awer Mabil,https://upload.wikimedia.org/wikipedia/commons/6/6a/Awer_Mabil.jpg,头像/澳大利亚队/Awer Mabil.png,exists
Australia,澳大利亚队,12,Paul Izzo,Paul Izzo,https://upload.wikimedia.org/wikipedia/commons/0/02/Paul_Izzo_training_for_Melbourne_Victory_December_2022_%28cropped%29.jpg,头像/澳大利亚队/Paul Izzo.png,exists
Australia,澳大利亚队,13,Aiden O'Neill,Aiden O'Neill,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Aiden_O%27Neill_CF_Montreal_NYCFC_6.28.25-034_%28cropped%29.jpg/960px-Aiden_O%27Neill_CF_Montreal_NYCFC_6.28.25-034_%28cropped%29.jpg,头像/澳大利亚队/Aiden O'Neill.png,exists
Australia,澳大利亚队,14,Cammy Devlin,Cammy Devlin,https://upload.wikimedia.org/wikipedia/commons/c/ca/Cameron_Devlin_2021.png,头像/澳大利亚队/Cammy Devlin.png,exists
Australia,澳大利亚队,15,Kai Trewin,Kai Trewin,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Kai_Trewin_NYCFC_v_Colorado_Mar_14_2026-25_%28cropped%29.jpg/960px-Kai_Trewin_NYCFC_v_Colorado_Mar_14_2026-25_%28cropped%29.jpg,头像/澳大利亚队/Kai Trewin.png,exists
Australia,澳大利亚队,16,Aziz Behich,Aziz Behich,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/20180601_FIFA_Friendly_Match_Czech_Republic_vs._Australia_Aziz_Behich_850_0277.jpg/960px-20180601_FIFA_Friendly_Match_Czech_Republic_vs._Australia_Aziz_Behich_850_0277.jpg,头像/澳大利亚队/Aziz Behich.png,exists
Australia,澳大利亚队,17,Nestory Irankunda,Nestory Irankunda,https://upload.wikimedia.org/wikipedia/commons/5/5d/Nestory_Irankunda_and_Kwadwo_Baah_09082025_%281%29_%28cropped%29.jpg,头像/澳大利亚队/Nestory Irankunda.png,exists
Australia,澳大利亚队,18,Patrick Beach,Patrick Beach,https://upload.wikimedia.org/wikipedia/commons/2/21/PatrickBeachvWSW_%28cropped%29.jpg,头像/澳大利亚队/Patrick Beach.png,exists
Australia,澳大利亚队,19,Harry Souttar,Harry Souttar,https://upload.wikimedia.org/wikipedia/commons/a/ac/4822293_AE7I6590_%28cropped%29.jpg,头像/澳大利亚队/Harry Souttar.png,exists
Australia,澳大利亚队,20,Cristian Volpato,Cristian Volpato,,,missing_photo
Australia,澳大利亚队,21,Cameron Burgess,Cameron Burgess,https://upload.wikimedia.org/wikipedia/commons/9/9a/Cameron_Burgess_%28cropped%29.jpg,头像/澳大利亚队/Cameron Burgess.png,exists
Australia,澳大利亚队,22,Jackson Irvine,Jackson Irvine,https://upload.wikimedia.org/wikipedia/commons/6/66/4822293_AE7I6590_%28Jackson_Irvine%29.jpg,头像/澳大利亚队/Jackson Irvine.png,exists
Australia,澳大利亚队,23,Nishan Velupillay,Nishan Velupillay,https://upload.wikimedia.org/wikipedia/commons/c/c9/Nishan_Velupillay_training_for_Melbourne_Victory_January_2023_%28cropped%29.jpg,头像/澳大利亚队/Nishan Velupillay.png,exists
Australia,澳大利亚队,24,Paul Okon-Engstler,Paul Okon-Engstler,,,missing_photo
Australia,澳大利亚队,25,Lucas Herrington,Lucas Herrington,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Lucas_Herrington_NYCFC_v_Colorado_Mar_14_2026-29_%28cropped%29.jpg/960px-Lucas_Herrington_NYCFC_v_Colorado_Mar_14_2026-29_%28cropped%29.jpg,头像/澳大利亚队/Lucas Herrington.png,exists
Australia,澳大利亚队,26,Tete Yengi,Tete Yengi,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Tete_Yengi_-_Kelty_Hearts_-_July_2024.jpg/960px-Tete_Yengi_-_Kelty_Hearts_-_July_2024.jpg,头像/澳大利亚队/Tete Yengi.png,exists
Paraguay,巴拉圭队,1,Gatito Fernández,Gatito Fernández,https://upload.wikimedia.org/wikipedia/commons/4/48/Gatito_Fern%C3%A1ndez_%28Cerro_Porte%C3%B1o%29.png,头像/巴拉圭队/Gatito Fernández.png,exists
Paraguay,巴拉圭队,2,Gustavo Velázquez,Gustavo Velázquez,,,missing_photo
Paraguay,巴拉圭队,3,Omar Alderete,Omar Alderete,https://upload.wikimedia.org/wikipedia/commons/4/43/Omar_Alderete_2019_%28cropped%29.jpg,头像/巴拉圭队/Omar Alderete.png,exists
Paraguay,巴拉圭队,4,Juan José Cáceres,Juan José Cáceres,https://upload.wikimedia.org/wikipedia/commons/7/77/Juan_Jos%C3%A9_C%C3%A1ceres_2025.jpg,头像/巴拉圭队/Juan José Cáceres.png,exists
Paraguay,巴拉圭队,5,Fabián Balbuena,Fabián Balbuena,https://upload.wikimedia.org/wikipedia/commons/8/8f/Fabi%C3%A1n_Balbuena_2021.jpg,头像/巴拉圭队/Fabián Balbuena.png,exists
Paraguay,巴拉圭队,6,Júnior Alonso,Júnior Alonso,https://upload.wikimedia.org/wikipedia/commons/c/c4/J%C3%BAnior_Alonso_20180612_%28cropped%29.jpg,头像/巴拉圭队/Júnior Alonso.png,exists
Paraguay,巴拉圭队,7,Ramón Sosa,Ramón Sosa,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Ramon-sosa-palmeiras-sport-ago-25-4_%28cropped%29.jpg/960px-Ramon-sosa-palmeiras-sport-ago-25-4_%28cropped%29.jpg,头像/巴拉圭队/Ramón Sosa.png,exists
Paraguay,巴拉圭队,8,Diego Gómez,Diego Gómez (Paraguayan footballer),https://upload.wikimedia.org/wikipedia/commons/2/2a/Inter_Miami_vs_Real_Salt_Lake_02_%28cropped%29.jpg,头像/巴拉圭队/Diego Gómez.png,exists
Paraguay,巴拉圭队,9,Antonio Sanabria,Antonio Sanabria,https://upload.wikimedia.org/wikipedia/commons/2/23/Antonio_Sanabria%2C_2025_%28cropped%29.jpg,头像/巴拉圭队/Antonio Sanabria.png,exists
Paraguay,巴拉圭队,10,Miguel Almirón,Miguel Almirón,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Miguel_Almir%C3%B3n_Red_Bull_Atlanta_5.31.25-069_%28cropped%29.jpg/960px-Miguel_Almir%C3%B3n_Red_Bull_Atlanta_5.31.25-069_%28cropped%29.jpg,头像/巴拉圭队/Miguel Almirón.png,exists
Paraguay,巴拉圭队,11,Maurício,"Maurício (footballer, born 2001)",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Mauricio-palmeiras-sport-ago-25_%28cropped%29.jpg/960px-Mauricio-palmeiras-sport-ago-25_%28cropped%29.jpg,头像/巴拉圭队/Maurício.png,exists
Paraguay,巴拉圭队,12,Orlando Gill,Orlando Gill,,,missing_photo
Paraguay,巴拉圭队,13,José Canale,José Canale,,,missing_photo
Paraguay,巴拉圭队,14,Andrés Cubas,Andrés Cubas,https://upload.wikimedia.org/wikipedia/commons/e/ed/InddelVal-Boca_%283%29.jpg,头像/巴拉圭队/Andrés Cubas.png,exists
Paraguay,巴拉圭队,15,Gustavo Gómez ( captain ),Gustavo Gómez,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Gustavo-Gomez-Palmeiras-Athletico-jul-2022-2.jpg/1280px-Gustavo-Gomez-Palmeiras-Athletico-jul-2022-2.jpg,头像/巴拉圭队/Gustavo Gómez ( captain ).png,exists
Paraguay,巴拉圭队,16,Damián Bobadilla,Damián Bobadilla,,,missing_photo
Paraguay,巴拉圭队,17,Kaku,Kaku (footballer),https://upload.wikimedia.org/wikipedia/commons/1/14/Alejandro_Romero_20180612_%28cropped%29.jpg,头像/巴拉圭队/Kaku.png,exists
Paraguay,巴拉圭队,18,Álex Arce,Álex Arce,,,missing_photo
Paraguay,巴拉圭队,19,Julio Enciso,"Julio Enciso (footballer, born 2004)",https://upload.wikimedia.org/wikipedia/commons/4/40/Enciso_2022.jpg,头像/巴拉圭队/Julio Enciso.png,exists
Paraguay,巴拉圭队,20,Braian Ojeda,Braian Ojeda,https://upload.wikimedia.org/wikipedia/commons/4/40/Dynamo_vs_Real_Salt_Lake_%28Mar_2025%29_16_%28cropped%29.jpg,头像/巴拉圭队/Braian Ojeda.png,exists
Paraguay,巴拉圭队,21,Gabriel Ávalos,Gabriel Ávalos,,,missing_photo
Paraguay,巴拉圭队,22,Gastón Olveira,Gastón Olveira,,,missing_photo
Paraguay,巴拉圭队,23,Matías Galarza,Matías Galarza (Paraguayan footballer),https://upload.wikimedia.org/wikipedia/commons/f/f2/Mat%C3%ADas_Galarza_-_Brasileir%C3%A3o_S%C3%A9rie_A-_Bragantino_4_x_2_Coritiba_-_52150854647_%28cropped%29.jpg,头像/巴拉圭队/Matías Galarza.png,exists
Paraguay,巴拉圭队,24,Gustavo Caballero,Gustavo Caballero,,,missing_photo
Paraguay,巴拉圭队,25,Isidro Pitta,Isidro Pitta,https://upload.wikimedia.org/wikipedia/commons/4/47/Isidro-Pitta-Juventude-Corinthians-jun-2022.jpg,头像/巴拉圭队/Isidro Pitta.png,exists
Paraguay,巴拉圭队,26,Alexandro Maidana,Alexandro Maidana,,,missing_photo
Turkey,土耳其队,1,Mert Günok,Mert Günok,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Mert_G%C3%BCnok_%28cropped%29.jpg/960px-Mert_G%C3%BCnok_%28cropped%29.jpg,头像/土耳其队/Mert Günok.png,exists
Turkey,土耳其队,2,Zeki Çelik,Zeki Çelik,https://upload.wikimedia.org/wikipedia/commons/5/5f/Zeki_%C3%A7elik_2020.jpg,头像/土耳其队/Zeki Çelik.png,exists
Turkey,土耳其队,3,Merih Demiral,Merih Demiral,https://upload.wikimedia.org/wikipedia/commons/8/88/Merih_Demiral_2026.jpg,头像/土耳其队/Merih Demiral.png,exists
Turkey,土耳其队,4,Çağlar Söyüncü,Çağlar Söyüncü,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/AUT_vs._TUR_2016-03-29_%28381%29_%28cropped%29.jpg/960px-AUT_vs._TUR_2016-03-29_%28381%29_%28cropped%29.jpg,头像/土耳其队/Çağlar Söyüncü.png,exists
Turkey,土耳其队,5,Salih Özcan,Salih Özcan,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/2023-08-12_TSV_Schott_Mainz_gegen_Borussia_Dortmund_%28DFB-Pokal_2023-24%29_by_Sandro_Halank%E2%80%93032.jpg/960px-2023-08-12_TSV_Schott_Mainz_gegen_Borussia_Dortmund_%28DFB-Pokal_2023-24%29_by_Sandro_Halank%E2%80%93032.jpg,头像/土耳其队/Salih Özcan.png,exists
Turkey,土耳其队,6,Orkun Kökçü,Orkun Kökçü,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Orkun_K%C3%B6k%C3%A7%C3%BC_20260121_%282%29_-_cropped_version.jpg/1280px-Orkun_K%C3%B6k%C3%A7%C3%BC_20260121_%282%29_-_cropped_version.jpg,头像/土耳其队/Orkun Kökçü.png,exists
Turkey,土耳其队,7,Kerem Aktürkoğlu,Kerem Aktürkoğlu,https://upload.wikimedia.org/wikipedia/commons/4/41/Muhammed_Kerem_Akt%C3%BCrko%C4%9Flu.png,头像/土耳其队/Kerem Aktürkoğlu.png,exists
Turkey,土耳其队,8,Arda Güler,Arda Güler,https://upload.wikimedia.org/wikipedia/commons/2/26/Derbide_Fenerbah%C3%A7e_Yedek_Oyuncu_Arda_G%C3%BCler_%282021-22_S%C3%BCper_Lig_-_Cropped%29.jpg,头像/土耳其队/Arda Güler.png,exists
Turkey,土耳其队,9,Deniz Gül,Deniz Gül,,,missing_photo
Turkey,土耳其队,10,Hakan Çalhanoğlu ( captain ),Hakan Çalhanoğlu,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/AUT_vs._TUR_2016-03-29_%28342%29.jpg/960px-AUT_vs._TUR_2016-03-29_%28342%29.jpg,头像/土耳其队/Hakan Çalhanoğlu ( captain ).png,exists
Turkey,土耳其队,11,Kenan Yıldız,Kenan Yıldız,https://upload.wikimedia.org/wikipedia/commons/e/e0/Kenan_Y%C4%B1ld%C4%B1z_in_the_international_match_%28March_2025%29_%28cropped%29.jpg,头像/土耳其队/Kenan Yıldız.png,exists
Turkey,土耳其队,12,Altay Bayındır,Altay Bayındır,https://upload.wikimedia.org/wikipedia/commons/d/dd/Altay_Bayindir_%28cropped%29.jpg,头像/土耳其队/Altay Bayındır.png,exists
Turkey,土耳其队,13,Eren Elmalı,Eren Elmalı,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Eren_Elmal%C4%B1_20251019.jpg/960px-Eren_Elmal%C4%B1_20251019.jpg,头像/土耳其队/Eren Elmalı.png,exists
Turkey,土耳其队,14,Abdülkerim Bardakcı,Abdülkerim Bardakcı,https://upload.wikimedia.org/wikipedia/commons/1/1a/Abd%C3%BClkerim_Bardak%C3%A7%C4%B1_-_beIN-Sports-Reklam_%282021%29_%28cropped%29.png,头像/土耳其队/Abdülkerim Bardakcı.png,exists
Turkey,土耳其队,15,Ozan Kabak,Ozan Kabak,https://upload.wikimedia.org/wikipedia/commons/6/6a/Ozan_kabak.jpg,头像/土耳其队/Ozan Kabak.png,exists
Turkey,土耳其队,16,İsmail Yüksek,İsmail Yüksek,https://upload.wikimedia.org/wikipedia/commons/f/fe/977561_sPICT_%28cropped%29.jpg,头像/土耳其队/İsmail Yüksek.png,exists
Turkey,土耳其队,17,İrfan Can Kahveci,İrfan Can Kahveci,https://upload.wikimedia.org/wikipedia/commons/c/c6/Rus-Turkey_%285%29.jpg,头像/土耳其队/İrfan Can Kahveci.png,exists
Turkey,土耳其队,18,Mert Müldür,Mert Müldür,https://upload.wikimedia.org/wikipedia/commons/5/50/Rapid-Spartak_%2815%29_%28cropped%29.jpg,头像/土耳其队/Mert Müldür.png,exists
Turkey,土耳其队,19,Yunus Akgün,Yunus Akgün,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Yunus_Akg%C3%BCn_20220225_7_%28cropped%29.jpg/960px-Yunus_Akg%C3%BCn_20220225_7_%28cropped%29.jpg,头像/土耳其队/Yunus Akgün.png,exists
Turkey,土耳其队,20,Ferdi Kadıoğlu,Ferdi Kadıoğlu,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Ferdi_Kad%C4%B1o%C4%9Flu_2024.jpg/1280px-Ferdi_Kad%C4%B1o%C4%9Flu_2024.jpg,头像/土耳其队/Ferdi Kadıoğlu.png,exists
Turkey,土耳其队,21,Barış Alper Yılmaz,Barış Alper Yılmaz,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Bar%C4%B1%C5%9F_Alper_Y%C4%B1lmaz_20251019.jpg/1280px-Bar%C4%B1%C5%9F_Alper_Y%C4%B1lmaz_20251019.jpg,头像/土耳其队/Barış Alper Yılmaz.png,exists
Turkey,土耳其队,22,Kaan Ayhan,Kaan Ayhan,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Kaan-Ayhan-08-2019.jpg/960px-Kaan-Ayhan-08-2019.jpg,头像/土耳其队/Kaan Ayhan.png,exists
Turkey,土耳其队,23,Uğurcan Çakır,Uğurcan Çakır,https://upload.wikimedia.org/wikipedia/commons/0/0b/U%C4%9Furcan_%C3%87ak%C4%B1r_-_beIN-Sports-Reklam_%282021%29_%28cropped%29.png,头像/土耳其队/Uğurcan Çakır.png,exists
Turkey,土耳其队,24,Oğuz Aydın,Oğuz Aydın,,,missing_photo
Turkey,土耳其队,25,Samet Akaydin,Samet Akaydin,https://upload.wikimedia.org/wikipedia/commons/7/72/SAMETAKAYD%C4%B0N_4.jpg,头像/土耳其队/Samet Akaydin.png,exists
Turkey,土耳其队,26,Can Uzun,Can Uzun,,,missing_photo
United States,美国队,1,Matt Turner,Matt Turner (soccer),https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Matt_Turner_Red_Bulls_Revolution-34_%28cropped%29.jpg/960px-Matt_Turner_Red_Bulls_Revolution-34_%28cropped%29.jpg,头像/美国队/Matt Turner.png,exists
United States,美国队,2,Sergiño Dest,Sergiño Dest,https://upload.wikimedia.org/wikipedia/commons/6/6e/Sergino_Dest.jpg,头像/美国队/Sergiño Dest.png,exists
United States,美国队,3,Chris Richards,Chris Richards (soccer),https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Chris_Richards_USMNT_v_Portugal_Mar_31_2026-45_%28cropped%29.jpg/960px-Chris_Richards_USMNT_v_Portugal_Mar_31_2026-45_%28cropped%29.jpg,头像/美国队/Chris Richards.png,exists
United States,美国队,4,Tyler Adams,Tyler Adams,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tyler_Adams_09052026_%284%29.jpg/960px-Tyler_Adams_09052026_%284%29.jpg,头像/美国队/Tyler Adams.png,exists
United States,美国队,5,Antonee Robinson,Antonee Robinson,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Antonee_Robinson_USMNT_v_Portugal_Mar_31_2026-173_%28cropped%29.jpg/960px-Antonee_Robinson_USMNT_v_Portugal_Mar_31_2026-173_%28cropped%29.jpg,头像/美国队/Antonee Robinson.png,exists
United States,美国队,6,Auston Trusty,Auston Trusty,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Auston_Trusty_USMNT_v_Belgium_Mar_28_2026-43_%28cropped%29.jpg/960px-Auston_Trusty_USMNT_v_Belgium_Mar_28_2026-43_%28cropped%29.jpg,头像/美国队/Auston Trusty.png,exists
United States,美国队,7,Giovanni Reyna,Giovanni Reyna,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Gio_Reyna_USMNT_v_Belgium_Mar_28_2026-60_%28cropped%29.jpg/960px-Gio_Reyna_USMNT_v_Belgium_Mar_28_2026-60_%28cropped%29.jpg,头像/美国队/Giovanni Reyna.png,exists
United States,美国队,8,Weston McKennie,Weston McKennie,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Weston_McKennie_USMNT_v_Belgium_Mar_28_2026-68_%28cropped%29.jpg/960px-Weston_McKennie_USMNT_v_Belgium_Mar_28_2026-68_%28cropped%29.jpg,头像/美国队/Weston McKennie.png,exists
United States,美国队,9,Ricardo Pepi,Ricardo Pepi,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Ricardo_Pepi_USMNT_v_Belgium_Mar_28_2026-47.jpg/960px-Ricardo_Pepi_USMNT_v_Belgium_Mar_28_2026-47.jpg,头像/美国队/Ricardo Pepi.png,exists
United States,美国队,10,Christian Pulisic,Christian Pulisic,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Christian_Pulisic_USMNT_v_Belgium_Mar_28_2026-73_%28cropped%29.jpg/960px-Christian_Pulisic_USMNT_v_Belgium_Mar_28_2026-73_%28cropped%29.jpg,头像/美国队/Christian Pulisic.png,exists
United States,美国队,11,Brenden Aaronson,Brenden Aaronson,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Brenden_Aaronson_USMNT_v_Belgium_Mar_28_2026-58.jpg/960px-Brenden_Aaronson_USMNT_v_Belgium_Mar_28_2026-58.jpg,头像/美国队/Brenden Aaronson.png,exists
United States,美国队,12,Miles Robinson,Miles Robinson (soccer),https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Miles_Robinson_USMNT_v_Belgium_Mar_28_2026-40_%28cropped%29.jpg/960px-Miles_Robinson_USMNT_v_Belgium_Mar_28_2026-40_%28cropped%29.jpg,头像/美国队/Miles Robinson.png,exists
United States,美国队,13,Tim Ream ( captain ),Tim Ream,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Tim_Ream_NYCFC_v_Charlotte_20_Sep_2025-021_%28cropped%29.jpg/960px-Tim_Ream_NYCFC_v_Charlotte_20_Sep_2025-021_%28cropped%29.jpg,头像/美国队/Tim Ream ( captain ).png,exists
United States,美国队,14,Sebastian Berhalter,Sebastian Berhalter,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Sebastian_Berhalter_USMNT_v_Belgium_Mar_28_2026-56.jpg/960px-Sebastian_Berhalter_USMNT_v_Belgium_Mar_28_2026-56.jpg,头像/美国队/Sebastian Berhalter.png,exists
United States,美国队,15,Cristian Roldan,Cristian Roldan,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Cristian_Roldan_USMNT_v_Belgium_Mar_28_2026-50_%28cropped%29.jpg/960px-Cristian_Roldan_USMNT_v_Belgium_Mar_28_2026-50_%28cropped%29.jpg,头像/美国队/Cristian Roldan.png,exists
United States,美国队,16,Alex Freeman,Alex Freeman,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Alex_Freeman_USMNT_v_Belgium_Mar_28_2026-59_%28cropped%29.jpg/960px-Alex_Freeman_USMNT_v_Belgium_Mar_28_2026-59_%28cropped%29.jpg,头像/美国队/Alex Freeman.png,exists
United States,美国队,17,Malik Tillman,Malik Tillman,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Malik_Tillman_USMNT_v_Belgium_Mar_28_2026-70_%28cropped%29.jpg/960px-Malik_Tillman_USMNT_v_Belgium_Mar_28_2026-70_%28cropped%29.jpg,头像/美国队/Malik Tillman.png,exists
